CRASH,CRASH_COST,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,0,0,55,0,12,130162.2084,No,356853.4084,No,F,Bachelors,Blue Collar,17.2596692,Commercial,28420,3,Sports Car,no,0,0,No,1,7,Highly Rural
1,6001,0,51,0,13,106722.4747,No,289522.2454,No,M,High School,Blue Collar,34.16155739,Commercial,17270,1,Van,no,0,0,No,2,1,Highly Urban/ Urban
0,0,1,39,3,10,44919.88212,Yes,0,No,F,High School,Blue Collar,27.14930224,Commercial,20350,7,SUV,no,0,0,No,0,9,Highly Rural
1,4953,0,39,3,16,66524.54175,No,228868.0845,Yes,M,High School,Blue Collar,34.28776756,Commercial,14000,4,Minivan,no,0,0,No,1,9,Highly Urban/ Urban
0,0,0,55,0,12,26597.17904,No,183867.4305,Yes,M,Masters,Manager,27.50840594,Commercial,27190,9,Panel Truck,no,0,0,No,1,15,Highly Urban/ Urban
0,0,0,52,0,7,73574.36997,No,224049.283,Yes,M,High School,Professional,43.13274907,Private,6700,6,Pickup,yes,1496,3,No,3,1,Highly Urban/ Urban
1,6190,0,39,0,11,67607.51824,No,0,No,M,Bachelors,Professional,31.67168407,Private,12160,1,Minivan,yes,0,0,No,3,9,Highly Urban/ Urban
0,0,0,40,0,14,381.404978,No,53203.70325,Yes,F,Masters,Home Maker,39.03721496,Private,1540,6,SUV,no,0,0,No,0,24,Highly Urban/ Urban
0,0,0,48,0,12,111782.6668,No,0,No,M,Bachelors,Manager,22.44775277,Private,1500,1,Minivan,no,4724,2,No,0,15,Highly Urban/ Urban
0,0,1,39,2,12,956.3855948,No,0,Yes,F,Bachelors,Student,24.98157727,Commercial,17550,1,SUV,no,0,0,No,0,9,Highly Rural
0,0,0,40,0,9,78658.13031,No,236004.6195,No,F,Masters,Lawyer,68.76423573,Private,17040,4,Pickup,no,0,0,No,1,15,Highly Rural
0,0,0,55,0,13,59216.58199,No,217583.8567,Yes,M,Bachelors,Professional,13.17855833,Private,13950,6,Minivan,yes,0,0,Yes,1,11,Highly Urban/ Urban
0,0,0,35,0,10,17616.57866,No,0,Yes,M,Bachelors,Student,61.79267752,Commercial,6760,9,Pickup,yes,0,0,No,0,10,Highly Urban/ Urban
1,7776,0,32,2,15,29206.13996,No,146212.1178,Yes,F,High School,Clerical,24.1441524,Private,13390,1,Pickup,no,4447,1,No,0,8,Highly Urban/ Urban
0,0,0,48,0,7,70307.77394,No,0,No,F,Bachelors,Professional,5,Private,27540,4,Pickup,no,0,0,No,0,11,Highly Urban/ Urban
0,0,0,51,0,8,112818.5778,No,345296.5838,No,M,Masters,Professional,33.20891812,Private,18660,7,Minivan,no,0,0,No,1,20,Highly Urban/ Urban
0,0,1,43,3,13,14216.1789,Yes,0,No,F,<High School,Home Maker,28.81873499,Private,7500,1,SUV,no,0,0,Yes,0,1,Highly Rural
0,0,0,46,0,4,56062.25501,No,223241.3663,No,M,Bachelors,Professional,47.57170452,Commercial,6100,1,Pickup,no,0,0,No,1,7,Highly Rural
0,0,0,47,0,10,70240.92222,No,190628.656,Yes,M,Bachelors,Manager,51.61790343,Private,15670,1,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
1,1322.135535,0,58,0,8,83520.91296,No,275791.1412,Yes,M,Bachelors,Professional,37.48989316,Commercial,23260,6,Panel Truck,yes,0,0,No,2,1,Highly Urban/ Urban
0,0,0,42,3,11,74355.20736,No,260194.7924,Yes,F,Bachelors,Blue Collar,46.92339603,Commercial,30110,1,Pickup,no,0,0,No,0,13,Highly Rural
0,0,2,47,0,12,128796.2881,No,393865.5114,Yes,M,Masters,Professional,64.19201585,Private,11460,1,SUV,no,0,0,No,0,16,Highly Urban/ Urban
0,0,0,33,0,10,93522.24179,No,0,No,F,Masters,Lawyer,36.34807589,Private,3500,1,SUV,no,42413,3,No,1,18,Highly Urban/ Urban
0,0,0,47,0,0,0,No,0,Yes,M,High School,Student,52.15028526,Commercial,6970,10,Minivan,yes,0,0,No,5,1,Highly Rural
0,0,0,49,0,11,63827.45266,No,0,No,M,Bachelors,Blue Collar,36.87973074,Commercial,12780,3,Minivan,yes,6428,2,No,1,9,Highly Urban/ Urban
0,0,0,47,0,0,0,No,0,No,F,<High School,Student,18.2907215,Private,21190,1,Minivan,no,0,0,No,0,6,Highly Urban/ Urban
0,0,0,45,2,17,38212.22789,No,170399.9146,Yes,M,High School,Clerical,25.8974738,Private,8780,1,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
1,692,0,31,3,15,47628.8963,No,144222.3998,Yes,F,High School,Blue Collar,37.70004139,Commercial,9360,1,SUV,no,6906,2,No,0,6,Highly Urban/ Urban
0,0,0,50,0,14,62493.9313,No,210162.3419,Yes,M,High School,Clerical,14.18516988,Private,13760,8,Minivan,no,0,0,No,2,1,Highly Rural
0,0,0,46,0,13,26352.60544,No,128701.038,Yes,M,Bachelors,Professional,34.98751107,Private,11350,10,Pickup,no,0,0,No,2,9,Highly Urban/ Urban
0,0,0,53,0,16,59270.38032,No,189685.6066,Yes,M,High School,Clerical,16.36865045,Private,6800,1,Minivan,no,0,0,No,1,9,Highly Rural
0,0,0,43,0,10,134469.0189,No,0,No,F,PhD,Doctor,32.83056572,Private,30250,1,Minivan,no,0,0,No,0,23,Highly Urban/ Urban
0,0,0,44,2,9,91784.91371,No,288496.6151,Yes,F,Bachelors,Professional,34.86708263,Private,16060,1,SUV,no,0,0,No,0,8,Highly Rural
1,4903,0,57,0,8,54028.12666,No,202278.4751,Yes,F,High School,Professional,27.89042334,Private,12710,13,Minivan,no,24458,1,No,1,1,Highly Urban/ Urban
0,0,0,56,0,12,43369.48026,No,197904.3682,No,F,Masters,Lawyer,19.83818607,Private,32050,6,Minivan,no,0,0,No,0,18,Highly Urban/ Urban
0,0,0,49,0,9,114679.1435,No,342865.1486,Yes,M,Bachelors,Manager,55.37030708,Private,6300,3,Minivan,yes,0,0,Yes,2,11,Highly Urban/ Urban
0,0,0,45,1,10,89187.02025,No,241073.9322,Yes,F,Masters,Professional,28.96264793,Private,17720,4,SUV,no,0,0,No,1,17,Highly Urban/ Urban
0,0,0,33,4,14,40205.03963,Yes,0,No,F,High School,Clerical,32.73160245,Private,5750,4,Sports Car,no,3226,1,No,4,9,Highly Rural
0,0,0,55,0,15,124832.9147,No,400395.2236,Yes,M,Masters,Lawyer,40.08615728,Private,37360,1,Minivan,yes,0,0,No,0,19,Highly Urban/ Urban
0,0,0,30,2,10,7132.127485,Yes,0,No,M,<High School,Student,17.89232001,Commercial,4700,3,Pickup,yes,1739,2,No,4,1,Highly Urban/ Urban
0,0,0,39,0,13,37443.3043,No,104380.2496,Yes,M,High School,Clerical,44.59420533,Private,14480,6,Minivan,yes,0,0,No,4,11,Highly Rural
0,0,0,55,0,0,0,No,135832.1284,Yes,F,High School,Student,5,Private,22040,10,Pickup,no,3707,2,No,0,1,Highly Urban/ Urban
0,0,0,47,0,13,31609.75083,No,166942.4166,Yes,M,High School,Blue Collar,46.43211714,Commercial,9760,4,Pickup,no,0,0,No,0,3,Highly Rural
1,706,0,36,3,19,34658.07492,No,191264.2451,Yes,F,High School,Blue Collar,24.69007059,Commercial,24600,4,Pickup,no,0,0,No,1,1,Highly Urban/ Urban
0,0,1,43,1,11,73247.4944,Yes,0,No,F,Masters,Lawyer,11.71571412,Private,24000,7,Sports Car,no,0,0,Yes,0,16,Highly Urban/ Urban
0,0,0,44,2,12,156492.6777,No,403292.0871,Yes,M,Bachelors,Blue Collar,19.32012762,Commercial,24410,4,Panel Truck,no,0,0,No,2,12,Highly Rural
1,7840.846833,0,36,3,13,66858.98652,Yes,0,No,F,Bachelors,Blue Collar,51.29264121,Private,5470,4,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,41,0,11,65346.37171,No,240364.2354,No,M,Masters,Lawyer,39.81758702,Private,12130,6,Pickup,yes,5651,1,No,4,19,Highly Urban/ Urban
0,0,0,33,3,13,163436.4887,No,393599.6888,Yes,F,Bachelors,Manager,24.6993298,Private,21140,11,SUV,no,0,0,No,0,9,Highly Urban/ Urban
0,0,0,55,0,10,85024.06917,No,0,No,M,Masters,Manager,45.64470975,Commercial,5730,1,Pickup,yes,4582,2,No,0,19,Highly Urban/ Urban
1,3432,1,40,1,8,35659.97675,Yes,0,No,F,Masters,Professional,31.28835125,Private,5500,6,SUV,no,0,0,No,1,11,Highly Urban/ Urban
0,0,0,50,0,12,45968.98412,No,141496.2363,Yes,M,Masters,Lawyer,5,Private,6500,7,Pickup,yes,3414,3,No,5,17,Highly Urban/ Urban
0,0,0,55,0,7,45787.3631,No,173196.0412,Yes,F,Masters,Lawyer,5,Private,11580,9,SUV,no,2528,1,No,5,13,Highly Urban/ Urban
0,0,0,46,0,7,100251.2798,No,316454.5336,Yes,M,High School,Manager,47.14887851,Private,12430,10,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,0,1,42,2,12,46177.40203,No,159805.611,Yes,M,High School,Blue Collar,27.82756263,Commercial,21620,6,Minivan,yes,6271,1,No,0,10,Highly Urban/ Urban
0,0,0,32,2,12,30770.27814,Yes,0,No,M,High School,Blue Collar,24.01436252,Commercial,7950,5,Pickup,yes,0,0,No,0,6,Highly Rural
0,0,0,45,0,11,106015.0975,No,263347.9569,Yes,F,Masters,Lawyer,13.72360968,Private,18910,10,Pickup,no,32915,1,No,3,15,Highly Urban/ Urban
0,0,0,59,0,13,82230.58767,No,270287.7449,Yes,F,High School,Professional,58.03578373,Private,15620,1,SUV,no,2978,2,Yes,4,1,Highly Urban/ Urban
1,1853,0,48,0,14,96659.23386,No,246611.6415,Yes,F,Bachelors,Blue Collar,61.4008308,Commercial,18490,9,SUV,no,4906,1,No,0,7,Highly Urban/ Urban
0,0,0,47,0,12,28067.90651,No,125922.8761,No,M,High School,Clerical,18.95742985,Private,9550,3,Minivan,no,0,0,No,0,7,Highly Rural
0,0,0,47,0,11,27380.79579,No,146237.5431,No,F,<High School,Blue Collar,45.80932711,Private,19520,1,Minivan,no,0,0,No,0,1,Highly Rural
0,0,0,43,0,8,153778.052,No,353534.2862,No,F,PhD,Doctor,33.93383299,Private,24020,6,Sports Car,no,3660,2,No,3,17,Highly Urban/ Urban
0,0,0,35,0,15,7349.633711,No,67462.99537,Yes,F,<High School,Clerical,14.25651918,Private,2230,7,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,49,0,9,94062.3823,No,287761.811,No,M,Bachelors,Manager,14.60367154,Private,6200,6,Minivan,yes,0,0,Yes,2,11,Highly Urban/ Urban
0,0,0,47,0,12,94522.73853,No,268445.1373,Yes,F,Masters,Lawyer,46.27366399,Private,7300,7,Sports Car,no,0,0,No,0,23,Highly Urban/ Urban
0,0,0,51,0,10,52391.3722,No,0,No,F,Bachelors,Professional,46.06168473,Private,6740,6,Sports Car,no,0,0,No,1,12,Highly Urban/ Urban
1,1993,0,61,0,0,0,No,96738.70074,No,F,<High School,Student,5,Private,1500,1,Sports Car,no,6414,2,No,6,7,Highly Urban/ Urban
0,0,0,49,0,9,34427.20595,No,158704.3687,No,F,Bachelors,Home Maker,38.06311101,Private,9840,1,Minivan,no,0,0,No,0,7,Highly Rural
0,0,2,45,3,16,30110.72067,No,162408.8327,Yes,M,High School,Clerical,35.58770792,Private,10870,9,Pickup,no,0,0,No,0,1,Highly Rural
1,8284,0,44,0,12,60216.66628,No,0,No,F,Bachelors,Blue Collar,5,Commercial,7520,8,SUV,no,0,0,No,0,12,Highly Urban/ Urban
0,0,0,30,1,10,33062.80672,Yes,0,No,M,<High School,Blue Collar,49.98798373,Commercial,17920,6,Van,yes,0,0,No,1,1,Highly Rural
0,0,0,56,0,6,103503.1206,No,279903.0278,No,M,Masters,Professional,14.42700932,Private,45480,4,Minivan,no,0,0,No,1,15,Highly Rural
1,6221.583733,1,42,3,13,156532.4538,Yes,0,No,M,Bachelors,Professional,30.54553179,Commercial,18060,6,Van,no,785,2,No,4,14,Highly Urban/ Urban
0,0,1,37,2,11,28906.93697,No,162438.5914,Yes,F,High School,Clerical,34.26294836,Private,4390,10,Sports Car,no,4383,3,No,0,1,Highly Urban/ Urban
0,0,0,30,0,7,57552.95619,No,196688.7528,Yes,M,High School,Blue Collar,13.00629853,Commercial,33610,1,Panel Truck,no,0,0,No,0,1,Highly Rural
1,4753,0,50,0,12,131310.8468,No,0,No,M,High School,Professional,43.30137736,Commercial,26370,7,Panel Truck,yes,5055,3,No,7,9,Highly Urban/ Urban
0,0,0,47,1,12,76811.42175,No,243366.6918,Yes,F,High School,Manager,56.04817696,Private,7090,10,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
1,2327,2,44,2,0,0,No,0,Yes,M,Bachelors,Student,16.55454274,Commercial,1500,13,Minivan,yes,0,0,No,4,5,Highly Urban/ Urban
0,0,0,34,2,13,86322.52216,No,266214.4536,Yes,F,Bachelors,Professional,26.79467016,Private,6270,4,SUV,no,0,0,No,1,7,Highly Urban/ Urban
0,0,0,41,0,8,91619.44496,No,299467.3394,Yes,F,Masters,Lawyer,22.68103359,Private,14830,6,SUV,no,0,0,No,0,19,Highly Urban/ Urban
0,0,0,38,0,11,64345.36878,No,206587.3189,Yes,M,Bachelors,Professional,71.63027778,Private,10210,6,Pickup,no,0,0,No,2,7,Highly Rural
0,0,0,40,0,12,51882.09387,No,185978.0618,Yes,M,High School,Blue Collar,55.50708898,Commercial,10690,2,Pickup,yes,0,0,No,1,1,Highly Rural
0,0,0,45,0,11,87037.88759,No,0,No,F,High School,Blue Collar,27.38375929,Private,14580,1,SUV,no,0,0,Yes,1,7,Highly Rural
0,0,1,40,3,10,89005.69696,No,268136.0349,Yes,M,Bachelors,Professional,57.64367378,Commercial,25060,1,Panel Truck,yes,0,0,No,1,15,Highly Rural
0,0,0,49,0,13,99493.40072,No,288807.7503,Yes,F,High School,Blue Collar,13.96243475,Commercial,23030,4,Pickup,no,6980,2,No,2,1,Highly Urban/ Urban
1,6001,0,58,0,13,69879.46305,No,259753.1665,Yes,F,Bachelors,Professional,32.91000574,Private,20520,1,SUV,no,3120,2,No,6,12,Highly Urban/ Urban
0,0,0,60,0,13,57388.72606,No,232280.601,No,M,Masters,Manager,52.69961689,Commercial,27620,6,Panel Truck,yes,5639,1,No,0,14,Highly Urban/ Urban
0,0,0,45,0,10,61853.36274,No,220042.7706,No,M,High School,Professional,32.0870723,Private,17180,10,Van,no,5092,1,No,0,1,Highly Urban/ Urban
0,0,0,43,2,15,57424.17709,No,240666.4205,Yes,M,High School,Clerical,68.82442211,Private,18670,4,Van,no,0,0,No,2,1,Highly Rural
1,7505.119548,0,43,0,10,72893.9014,No,0,No,M,<High School,Blue Collar,54.71295429,Private,5800,4,Pickup,yes,22464,2,Yes,3,4,Highly Urban/ Urban
0,0,0,44,0,10,70538.86907,No,232942.0926,Yes,M,Bachelors,Clerical,5,Private,14830,1,Minivan,yes,0,0,No,3,15,Highly Urban/ Urban
1,4301,0,44,2,7,24090.72013,Yes,0,No,F,<High School,Blue Collar,27.44486203,Private,8310,1,SUV,no,6693,3,No,0,6,Highly Urban/ Urban
0,0,0,54,0,10,19919.77843,No,173863.3168,Yes,M,<High School,Clerical,12.47539097,Private,16920,9,Van,yes,33694,2,Yes,6,4,Highly Urban/ Urban
0,0,0,52,0,13,223020.2665,No,0,No,F,PhD,Doctor,21.08974722,Private,35830,1,Van,no,0,0,No,0,10,Highly Urban/ Urban
0,0,0,46,0,13,83187.21197,No,0,No,M,Bachelors,Manager,40.7898702,Private,13200,6,Minivan,no,4185,2,No,5,8,Highly Urban/ Urban
0,0,0,40,2,13,69946.32379,No,260369.4216,Yes,F,Bachelors,Clerical,50.76346042,Private,12490,4,SUV,no,0,0,No,1,11,Highly Rural
0,0,0,49,0,16,54287.86547,No,172214.4085,Yes,F,Bachelors,Professional,15.10098398,Private,11830,6,SUV,no,0,0,No,2,8,Highly Urban/ Urban
0,0,0,49,0,14,1462.787946,No,101544.7836,Yes,F,Bachelors,Home Maker,33.26465042,Private,6550,1,SUV,no,883,2,No,0,12,Highly Urban/ Urban
0,0,0,52,0,7,1423.308076,No,80488.96214,No,F,High School,Home Maker,30.92483114,Private,6700,1,SUV,no,6208,4,No,0,8,Highly Urban/ Urban
1,6088.221209,0,49,0,8,31873.38332,No,123024.9074,Yes,F,<High School,Clerical,40.95971511,Private,9830,12,SUV,no,4600,2,No,0,1,Highly Urban/ Urban
0,0,2,43,2,13,63357.01136,No,222957.4657,Yes,M,Bachelors,Blue Collar,16.11479254,Commercial,20790,6,Van,no,0,0,No,1,1,Highly Rural
0,0,2,37,4,16,5175.101781,No,0,Yes,F,High School,Student,5,Commercial,5720,17,SUV,no,0,0,No,0,8,Highly Rural
0,0,0,43,2,13,181818.4675,No,412671.6994,Yes,M,Bachelors,Manager,18.8479595,Private,19680,1,Van,yes,0,0,No,0,9,Highly Urban/ Urban
1,3686,0,43,0,9,63511.15853,No,219942.9839,No,M,Bachelors,Blue Collar,18.96095719,Commercial,12150,3,Pickup,yes,0,0,No,3,8,Highly Urban/ Urban
1,3822,0,53,0,13,61486.18222,No,0,No,M,Bachelors,Blue Collar,31.75963205,Commercial,24180,10,Panel Truck,yes,19709,3,Yes,0,10,Highly Urban/ Urban
0,0,0,47,0,13,32610.68474,No,132320.5648,Yes,M,High School,Clerical,10.88676255,Private,1500,6,Minivan,yes,26973,1,Yes,5,1,Highly Urban/ Urban
0,0,2,44,2,16,30560.01195,No,135266.1289,Yes,M,High School,Clerical,25.3616121,Private,5900,16,Minivan,no,0,0,No,0,0,Highly Rural
1,8067,1,53,1,16,63269.49494,No,243277.2177,Yes,M,Masters,Lawyer,44.68378822,Private,6710,7,Pickup,yes,3850,4,No,0,11,Highly Urban/ Urban
0,0,1,41,3,15,6232.09625,No,0,Yes,F,High School,Student,39.75254958,Private,6220,4,Sports Car,no,6292,4,No,1,1,Highly Urban/ Urban
1,1232,0,38,2,11,42228.99514,No,167121.2067,Yes,F,<High School,Clerical,21.31180348,Commercial,23020,9,Pickup,no,0,0,No,2,1,Highly Urban/ Urban
0,0,0,47,0,8,104018.5269,No,281021.4743,Yes,F,Masters,Professional,76.091895,Commercial,20600,7,Pickup,no,0,0,No,2,20,Highly Urban/ Urban
1,3331,2,62,4,19,174139.5452,No,487306.7911,Yes,F,PhD,Manager,20.21651615,Private,26310,15,SUV,no,0,0,No,1,17,Highly Urban/ Urban
0,0,0,40,0,9,56625.61438,No,210499.8212,Yes,F,Bachelors,Manager,26.86675348,Private,11160,1,SUV,no,40584,3,No,4,1,Highly Urban/ Urban
0,0,0,47,0,9,2399.974791,No,0,Yes,F,<High School,Student,32.08116728,Private,2860,4,SUV,no,0,0,Yes,0,6,Highly Rural
0,0,0,47,0,12,112366.4063,No,0,No,M,Masters,Lawyer,9.637009642,Private,17440,3,Minivan,yes,18599,2,Yes,5,18,Highly Urban/ Urban
0,0,0,39,0,9,35366.07062,No,166480.8879,Yes,F,High School,Clerical,29.66038489,Private,6790,4,SUV,no,0,0,No,0,9,Highly Rural
1,2524,1,48,1,11,84042.10108,No,263402.9815,Yes,F,Masters,Lawyer,54.86687603,Private,10320,1,SUV,no,7560,1,No,2,20,Highly Urban/ Urban
1,5610,0,38,0,14,50103.81136,No,241191.4249,Yes,F,Masters,Lawyer,44.17655399,Private,10310,21,SUV,no,6384,2,No,5,12,Highly Urban/ Urban
0,0,0,52,0,10,46183.13132,No,188378.1156,Yes,M,PhD,Home Maker,5,Private,11320,1,Pickup,no,0,0,No,0,18,Highly Urban/ Urban
1,7862,0,25,3,0,0,No,0,Yes,F,High School,Student,27.08415593,Commercial,5950,1,SUV,no,0,0,No,3,1,Highly Urban/ Urban
0,0,0,47,0,0,0,No,120275.738,No,F,Masters,Home Maker,33.4154447,Private,15420,1,SUV,no,4662,3,No,0,1,Highly Urban/ Urban
1,7833,1,44,1,11,75161.42799,Yes,241237.199,No,F,PhD,Doctor,47.96244958,Private,11220,1,SUV,no,6367,4,No,5,19,Highly Urban/ Urban
0,0,0,39,0,13,51981.25502,No,0,No,F,High School,Blue Collar,59.44209009,Commercial,5400,10,SUV,no,0,0,No,0,8,Highly Rural
1,3682,0,37,0,11,5590.070493,No,90638.57253,Yes,M,<High School,Clerical,27.28728836,Commercial,24770,4,Panel Truck,yes,0,0,No,0,1,Highly Urban/ Urban
0,0,0,52,0,12,143072.7875,No,404124.3991,Yes,F,Bachelors,Professional,30.04444658,Private,16930,11,SUV,no,0,0,No,0,10,Highly Urban/ Urban
1,867,0,36,0,9,12546.42031,No,0,No,M,<High School,Clerical,21.56062902,Private,1500,1,Minivan,yes,4636,3,No,0,1,Highly Urban/ Urban
0,0,0,47,0,12,78437.69089,No,241003.3855,Yes,M,Bachelors,Manager,17.51927921,Private,15810,1,Minivan,yes,0,0,No,0,11,Highly Urban/ Urban
0,0,1,43,1,3,154610.5285,Yes,0,No,M,Masters,Lawyer,30.35428387,Private,21260,16,Van,yes,0,0,No,0,19,Highly Urban/ Urban
1,7027,0,52,0,10,32027.97666,No,0,No,F,High School,Clerical,41.44922074,Private,14860,3,SUV,no,0,0,No,4,1,Highly Urban/ Urban
0,0,0,37,0,9,38199.53542,No,167130.5971,No,M,High School,Clerical,50.55428326,Commercial,11200,10,Pickup,yes,5824,4,No,1,8,Highly Urban/ Urban
1,3350,0,28,2,11,12891.46733,No,86838.603,Yes,F,<High School,Home Maker,9.753831959,Commercial,26350,1,Pickup,no,3683,2,No,4,5,Highly Urban/ Urban
0,0,0,41,1,9,101336.7755,Yes,277732.4923,No,M,High School,Blue Collar,35.97323302,Commercial,11630,1,Pickup,no,0,0,No,0,6,Highly Urban/ Urban
0,0,0,41,3,14,7862.862179,No,113379.6832,Yes,F,Bachelors,Student,19.80612047,Private,5300,7,SUV,no,0,0,No,0,6,Highly Urban/ Urban
0,0,0,66,0,15,90934.44769,No,271720.5424,Yes,F,Masters,Lawyer,32.33164104,Private,21250,4,Sports Car,no,0,0,No,1,17,Highly Urban/ Urban
0,0,0,44,0,12,32633.26471,No,0,Yes,M,High School,Student,8.285297184,Commercial,9160,10,Pickup,no,0,0,No,0,1,Highly Rural
0,0,0,38,2,15,23296.86062,Yes,0,No,F,High School,Clerical,58.13016547,Private,7630,6,SUV,no,6510,1,No,6,1,Highly Rural
0,0,0,48,0,8,66702.3664,No,221008.8635,Yes,F,Masters,Lawyer,24.2852177,Private,15580,13,SUV,no,0,0,No,0,21,Highly Rural
0,0,0,58,0,16,100957.5653,No,306197.9341,Yes,M,PhD,Doctor,20.35282528,Private,18170,1,Minivan,yes,0,0,No,1,14,Highly Urban/ Urban
0,0,0,45,0,13,69158.27278,No,0,No,M,Masters,Professional,23.77302552,Private,22680,6,Minivan,yes,6314,2,No,5,16,Highly Urban/ Urban
0,0,0,37,0,0,0,No,0,No,F,<High School,Student,53.76724422,Commercial,20590,6,Pickup,no,5161,3,No,1,1,Highly Rural
0,0,1,45,3,15,24101.48717,No,0,Yes,F,Bachelors,Student,46.96654503,Private,8410,6,SUV,no,0,0,No,0,7,Highly Rural
0,0,0,49,0,11,62975.37622,No,208368.9889,No,F,Bachelors,Professional,23.68907387,Private,23130,1,Pickup,no,0,0,No,0,3,Highly Urban/ Urban
1,2012,0,42,0,10,60522.3669,No,0,No,F,High School,Clerical,26.63959334,Private,19710,1,Sports Car,no,49380,1,No,0,7,Highly Rural
1,1683,0,38,2,14,21570.88073,No,109536.0602,Yes,M,<High School,Clerical,23.97845862,Private,21990,1,Van,yes,0,0,No,3,1,Highly Urban/ Urban
0,0,0,46,0,11,80183.25708,No,210724.5447,No,F,Bachelors,Blue Collar,25.27305158,Commercial,16870,9,SUV,no,0,0,No,1,8,Highly Urban/ Urban
1,6424,0,54,0,14,60114.95932,No,188845.8544,Yes,M,High School,Blue Collar,26.52751912,Commercial,8130,2,Pickup,yes,0,0,No,0,7,Highly Urban/ Urban
0,0,0,38,0,9,97608.12938,No,239021.8711,Yes,M,Bachelors,Blue Collar,80.61884664,Commercial,20160,3,Van,no,812,3,No,0,6,Highly Urban/ Urban
0,0,0,48,0,10,82235.97137,No,0,No,F,Masters,Manager,36.22805371,Private,16000,13,SUV,no,0,0,No,0,14,Highly Urban/ Urban
1,5555,0,30,2,0,0,No,91899.75182,Yes,F,High School,Student,60.29937325,Commercial,4500,1,SUV,no,0,0,Yes,3,8,Highly Urban/ Urban
0,0,0,46,0,10,23964.8574,No,0,No,M,<High School,Blue Collar,25.80784674,Private,6300,4,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban
0,0,0,53,0,12,80329.3896,No,229383.3257,Yes,M,Bachelors,Manager,44.62381309,Private,37080,1,Minivan,no,0,0,Yes,0,6,Highly Urban/ Urban
0,0,0,45,0,11,53896.08746,No,221274.5093,No,F,High School,Manager,40.79867658,Private,11570,3,Minivan,no,0,0,Yes,2,3,Highly Urban/ Urban
0,0,0,29,0,7,25689.89431,No,0,No,F,<High School,Clerical,35.80088767,Private,14750,10,SUV,no,0,0,No,1,1,Highly Rural
0,0,0,53,0,10,41924.06891,No,0,No,F,High School,Home Maker,50.73125099,Private,11150,10,SUV,no,0,0,No,0,7,Highly Rural
1,8584,0,49,0,0,0,No,0,No,M,High School,Student,24.19690684,Commercial,6200,4,Pickup,yes,7304,3,No,2,1,Highly Rural
0,0,0,51,0,15,109836.0643,No,322934.4466,Yes,F,Bachelors,Professional,41.60826077,Commercial,1500,4,Sports Car,no,42214,1,Yes,1,6,Highly Urban/ Urban
1,9249.076611,0,38,0,9,62290.44519,No,223013.3163,No,F,Bachelors,Blue Collar,21.64534465,Commercial,11530,11,Sports Car,no,7003,1,No,2,9,Highly Urban/ Urban
1,4395,0,46,0,8,177561.7884,No,0,No,M,PhD,Manager,53.28805927,Commercial,22110,6,Pickup,no,6935,1,No,3,19,Highly Urban/ Urban
1,4043,0,48,1,12,80015.99645,Yes,0,No,F,Bachelors,Manager,36.02940657,Commercial,33550,4,Van,no,0,0,No,0,7,Highly Urban/ Urban
1,4321,0,31,3,13,30088.95364,No,121899.9564,Yes,M,High School,Professional,35.84671589,Commercial,31510,3,Panel Truck,yes,4278,1,No,4,1,Highly Urban/ Urban
1,8696,0,46,0,8,23655.36712,No,190549.7123,Yes,M,<High School,Blue Collar,39.88687625,Commercial,9340,11,Pickup,yes,43381,1,Yes,4,7,Highly Urban/ Urban
0,0,1,36,2,12,105673.7718,Yes,0,No,F,Masters,Lawyer,5,Private,30620,4,Pickup,no,0,0,No,1,13,Highly Urban/ Urban
1,5648,0,27,2,13,67167.9501,Yes,0,No,F,Bachelors,Professional,36.04613736,Private,15570,6,Minivan,no,0,0,Yes,0,9,Highly Urban/ Urban
0,0,1,37,1,15,62894.20423,No,245334.2059,Yes,F,Bachelors,Clerical,70.27441645,Private,23120,6,Sports Car,no,36320,2,Yes,4,14,Highly Urban/ Urban
0,0,3,41,3,0,0,No,0,Yes,F,High School,Student,34.18614372,Private,5990,1,SUV,no,0,0,No,0,1,Highly Rural
0,0,0,47,0,5,32576.84816,No,185790.4538,Yes,M,Bachelors,Professional,60.94479077,Commercial,16600,6,Van,yes,0,0,No,0,1,Highly Urban/ Urban
1,3720,0,46,0,13,66522.49848,No,0,No,F,High School,Blue Collar,36.14652504,Commercial,19860,3,SUV,no,28642,3,Yes,0,11,Highly Urban/ Urban
0,0,1,43,2,12,72604.98124,No,246305.4856,Yes,F,Bachelors,Professional,5,Private,15800,1,SUV,no,0,0,No,0,6,Highly Urban/ Urban
